entry_id,source_dataset,source_record_id,name_raw,name_canonical,site_type_tags,evidence_mode,primary_source,corroboration_status,corroborating_sources,active_raw,start_year,end_year,decades_norm,time_basis,address_raw,lat,lon,space_basis,spatial_precision,audit_note
S2:14,S2,14,Bon Soir,Bon Soir,[],community_directory,,single_source,[],,1970,1980,"[""1970s"", ""1980s""]",S2.decades_reported,"40 West 8th Street, New York, NY",40.7329256,-73.9984186,source_coordinates,point,
S2:15,S2,15,Bordello at Nowhere Bar,Bordello at Nowhere Bar,[],community_directory,,single_source,[],,2006,,"[""2000s""]",S2.decades_reported,"322 EAST 14TH STREET, NEW YORK, NY",40.7317696,-73.9841161,source_coordinates,point,
S2:16,S2,16,Bronx Academy of Arts and Dance (BAAD!),Bronx Academy of Arts and Dance (BAAD!),[],community_directory,,single_source,[],,1998,2013,"[""1990s"", ""2000s"", ""2010s""]",S2.decades_reported,"841 BARRETTO STREET, BRONX, NY",40.8168233,-73.8901183,source_coordinates,point,
S2:17,S2,17,Brooklyn Women&rsquo;s Martial Arts,Brooklyn Women&rsquo;s Martial Arts,[],community_directory,,single_source,[],,1974,2000,"[""1970s"", ""1980s"", ""1990s"", ""2000s""]",S2.decades_reported,"421 5TH AVENUE BROOKLYN, NY",40.6697634,-73.9854593,source_coordinates,point,
S2:18,S2,18,Bum Bum Bar,Bum Bum Bar,[],community_directory,,single_source,[],,1990,2017,"[""1990s"", ""2000s"", ""2010s""]",S2.decades_reported,"63-14 ROOSEVELT AVENUE, QUEENS, NY",40.7462717,-73.9010502,source_coordinates,point,
S2:19,S2,19,Cafe des Beaux Arts Ladies Bar,Cafe des Beaux Arts Ladies Bar,[],community_directory,,single_source,[],,1911,1921,"[""1910s"", ""1920s""]",S2.decades_reported,"80 West 40th Street, New York, NY",40.7533193,-73.9848854,source_coordinates,point,
S2:20,S2,20,Club Cassanova at Cake,Club Cassanova at Cake,[],community_directory,,single_source,[],,1995,1997,"[""1990s""]",S2.decades_reported,"99 Avenue D, New York, NY",40.7229599,-73.9769631,source_coordinates,point,
S2:21,S2,21,Carlton Terrace,Carlton Terrace,[],community_directory,,single_source,[],,1930,1940,"[""1930s"", ""1940s""]",S2.decades_reported,"Columbus Avenue between 104th street and 105th street, new york, ny",40.798564,-73.963361,source_coordinates,point,
S2:22,S2,22,Casa Maria,Casa Maria,[],community_directory,,single_source,[],,1975,2018,"[""1970s"", ""1980s"", ""1990s"", ""2000s"", ""2010s""]",S2.decades_reported,"53 WEST 19TH STREET, NEW YORK, NY",40.740266,-73.993626,source_coordinates,point,
S2:23,S2,23,Cattyshack,Cattyshack,[],community_directory,,single_source,[],,2005,2017,"[""2000s"", ""2010s""]",S2.decades_reported,"249 4TH AVENUE, BROOKLYN, NY",40.676179,-73.9834162,source_coordinates,point,
S2:24,S2,24,Cave Canem,Cave Canem,[],community_directory,,single_source,[],,1988,2018,"[""1980s"", ""1990s"", ""2000s"", ""2010s""]",S2.decades_reported,"24 1st Avenue, New York, NY",40.7236446,-73.9879491,source_coordinates,point,
S2:25,S2,25,Choice Cunts at Santos Party House,Choice Cunts at Santos Party House,[],community_directory,,single_source,[],,2010,2012,"[""2010s""]",S2.decades_reported,"85 Avenue A, New York, NY",40.72525,-73.9844492,source_coordinates,point,
S2:26,S2,26,Chueca,Chueca,[],community_directory,,single_source,[],,2005,2017,"[""2000s"", ""2010s""]",S2.decades_reported,"69-04 WOODSIDE AVENUE QUEENS, NY",40.7424316,-73.8954172,source_coordinates,point,
S2:27,S2,27,Church of the Holy Apostles,Church of the Holy Apostles,[],community_directory,,single_source,[],,1969,1974,"[""1960s"", ""1970s""]",S2.decades_reported,"296 NINTH AVENUE, new york, ny",40.7492675,-73.9987536,source_coordinates,point,
S2:28,S2,28,Churchez La Femme,Churchez La Femme,[],community_directory,,single_source,[],,1970,,"[""1970s""]",S2.decades_reported,"108 West 43rd Street, New York, NY",40.7559722,-73.9847763,source_coordinates,point,
S2:29,S2,29,Clam House,Clam House,[],community_directory,,single_source,[],,1910,1930,"[""1910s"", ""1920s"", ""1930s""]",S2.decades_reported,"133rd Street between Malcolm X Boulevard and Adam Clayton Powell Jr. Boulevard, NEW YORK, NY",40.8170659,-73.9519373,source_coordinates,point,
S2:30,S2,30,Clit Club,Clit Club,[],community_directory,,single_source,[],,1990,2002,"[""1990s"", ""2000s""]",S2.decades_reported,"432 WEST 14TH STREET, NEW YORK, NY",40.7413722,-74.0070797,source_coordinates,point,
S2:31,S2,31,220 Club,220 Club,[],community_directory,,single_source,[],,1970,,"[""1970s""]",S2.decades_reported,"220 Houston Street, New York, NY",40.7287585,-74.004558,source_coordinates,point,
S2:32,S2,32,Club 82,Club 82,[],community_directory,,single_source,[],,1953,1970,"[""1950s"", ""1960s"", ""1970s""]",S2.decades_reported,"82 East 4th Street, New York, NY",40.7263069,-73.9898306,source_coordinates,point,
S2:33,S2,33,Club 181,Club 181,[],community_directory,,single_source,[],,1948,1953,"[""1940s"", ""1950s""]",S2.decades_reported,"181 2nd Avenue, New York, NY",40.7309294,-73.986157,source_coordinates,point,
S2:34,S2,34,Club Berlin,Club Berlin,[],community_directory,,single_source,[],,1995,,"[""1990s""]",S2.decades_reported,"1 West 125th Street, New York, NY",40.8067696,-73.9424573,source_coordinates,point,
S2:35,S2,35,Clubhouse,Clubhouse,[],community_directory,,single_source,[],,2005,2007,"[""2000s""]",S2.decades_reported,"700 East 9th Street, New York, NY",40.7250386,-73.9777917,source_coordinates,point,
S2:36,S2,36,Cobbler,Cobbler,[],community_directory,,single_source,[],,1960,1970,"[""1960s"", ""1970s""]",S2.decades_reported,,40.7141805,-74.0155677,source_coordinates,point,
S2:37,S2,37,Community United Methodist Church,Community United Methodist Church,[],community_directory,,single_source,[],,1923,,"[""1920s""]",S2.decades_reported,"81-10 35TH AVENUE, QUEENS, NY",40.7515739,-73.8850308,source_coordinates,point,
S2:38,S2,38,Continental Baths at the Ansonia Hotel,Continental Baths at the Ansonia Hotel,[],community_directory,,single_source,[],,1968,1976,"[""1960s"", ""1970s""]",S2.decades_reported,"230 WEST 74TH STREET, New York, NY",40.7803152,-73.9821835,source_coordinates,point,
S2:39,S2,39,Corduroy Club / Isaia NYC Fashion House,Corduroy Club / Isaia NYC Fashion House,[],community_directory,,single_source,[],,1967,1989,"[""1960s"", ""1970s"", ""1980s""]",S2.decades_reported,"240 WEST 38TH STREET, New York, NY",40.753972,-73.9902604,source_coordinates,point,
S2:40,S2,40,Cubby Hole,Cubby Hole,[],community_directory,,single_source,[],,1983,1990,"[""1980s"", ""1990s""]",S2.decades_reported,"438 HUDSON STREET, NEW YORK, NY",40.7308145,-74.006532,source_coordinates,point,
S2:41,S2,41,Cubbyhole,Cubbyhole,[],community_directory,,single_source,[],,1994,2025,"[""1990s"", ""2000s"", ""2010s"", ""2020s""]",S2.decades_reported,"281 WEST 12TH STREET, NEW YORK, NY",40.7376828,-74.0037775,source_coordinates,point,
S2:42,S2,42,C U Next Tuesday at 3 Dollar Bill,C U Next Tuesday at 3 Dollar Bill,[],community_directory,,single_source,[],,2019,2025,"[""2010s"", ""2020s""]",S2.decades_reported,C U Next Tuesday at 3 Dollar Bill,40.7084647,-73.9371302,source_coordinates,point,
S2:43,S2,43,Dapper and Friends,Dapper and Friends,[],community_directory,,single_source,[],,1977,1982,"[""1970s"", ""1980s""]",S2.decades_reported,"350 East 81st STREET, NEW YORK, NY",40.7737326,-73.9524453,source_coordinates,point,
S2:44,S2,44,DEBRA at The Breakers,DEBRA at The Breakers,[],community_directory,,single_source,[],,2018,2018,"[""2010s""]",S2.decades_reported,"307 Meeker Ave, Brooklyn, NY",40.7175252,-73.9488702,source_coordinates,point,
S2:45,S2,45,Discotheque,Discotheque,[],community_directory,,single_source,[],,2000,,"[""2000s""]",S2.decades_reported,"17 West 19th Street, New York, NY",40.7396687,-73.9924795,source_coordinates,point,
S2:46,S2,46,DT&rsquo;s Fat Cat,DT&rsquo;s Fat Cat,[],community_directory,,single_source,[],,1987,1993,"[""1980s"", ""1990s""]",S2.decades_reported,"281 West 12th Street, New York, NY",40.737684,-74.0040136,source_coordinates,point,
S2:47,S2,47,Edelweiss,Edelweiss,[],community_directory,,single_source,[],,,,[],S2.decades_missing,"11th Avenue near 43rd Street, New York, NY",40.7615124,-73.9978323,source_coordinates,point,
S2:48,S2,48,Eden,Eden,[],community_directory,,single_source,[],,,,[],S2.decades_missing,"432 Lafayette Street, New York, NY",40.72926,-73.9923001,source_coordinates,point,
S2:49,S2,49,El Cafe,El Cafe,[],community_directory,,single_source,[],,1970,2018,"[""1970s"", ""1980s"", ""1990s"", ""2000s"", ""2010s""]",S2.decades_reported,"116 Macdougal street, new york, ny",40.7295889,-74.0006098,source_coordinates,point,
S2:50,S2,50,Electric Circus,Electric Circus,[],community_directory,,single_source,[],,1967,1971,"[""1960s"", ""1970s""]",S2.decades_reported,"19-25 St. Marks Place, New York, NY",40.729187,-73.988711,source_coordinates,point,
S2:51,S2,51,Escuelita,Escuelita,[],community_directory,,single_source,[],,1965,2015,"[""1960s"", ""1970s"", ""1980s"", ""1990s"", ""2000s"", ""2010s""]",S2.decades_reported,"301 WEST 39TH STREET, NEW YORK, NY",40.7556439,-73.9914487,source_coordinates,point,
S2:52,S2,52,Fem 2 Fem at The Roxy,Fem 2 Fem at The Roxy,[],community_directory,,single_source,[],,1979,2007,"[""1970s"", ""1980s"", ""1990s"", ""2000s""]",S2.decades_reported,"515 West 18th Street, New York, NY",40.7451986,-74.0075711,source_coordinates,point,
S2:53,S2,53,Foxy Lady,Foxy Lady,[],community_directory,,single_source,[],,1970,,"[""1970s""]",S2.decades_reported,"232 Park Avenue, New York, NY",40.7549752,-73.9759037,source_coordinates,point,
S2:54,S2,54,Gay Activists Alliance Firehouse,Gay Activists Alliance Firehouse,[],community_directory,,single_source,[],,1971,1974,"[""1970s""]",S2.decades_reported,"99 WOOSTER STREET, New York, NY",40.7246032,-74.0010737,source_coordinates,point,
S2:55,S2,55,Gay Alliance of Brooklyn at Spencer Memorial Church,Gay Alliance of Brooklyn at Spencer Memorial Church,[],community_directory,,single_source,[],,1971,1973,"[""1970s""]",S2.decades_reported,"99 CLINTON STREET, BROOKLYN, NY",40.6932054,-73.9927133,source_coordinates,point,
S2:56,S2,56,Gilded Grape,Gilded Grape,[],community_directory,,single_source,[],,1974,1977,"[""1970s""]",S2.decades_reported,"719 8th Avenue, New York, NY",40.759365,-73.9884735,source_coordinates,point,
S2:57,S2,57,Girl Bar at Boy Bar,Girl Bar at Boy Bar,[],community_directory,,single_source,[],,1980,1989,"[""1980s""]",S2.decades_reported,"15 St. Marks Place, New York, NY",40.729263,-73.988884,source_coordinates,point,
S2:58,S2,58,Girl World at The World,Girl World at The World,[],community_directory,,single_source,[],,1980,1989,"[""1980s""]",S2.decades_reported,"254 EAST 2ND STREET, NEW YORK, NY",40.7213066,-73.9811889,source_coordinates,point,
S2:59,S2,59,Girlsroom,Girlsroom,[],community_directory,,single_source,[],,2005,,"[""2000s""]",S2.decades_reported,"210 Rivington Street, New York, NY",40.7184699,-73.9826586,source_coordinates,point,
S2:60,S2,60,Grand,Grand,[],community_directory,,single_source,[],,,,[],S2.decades_missing,"275 Grand Avenue, Brooklyn, NY",40.6882735,-73.9626422,source_coordinates,point,
S2:61,S2,61,Grapevine,Grapevine,[],community_directory,,single_source,[],,1950,1960,"[""1950s"", ""1960s""]",S2.decades_reported,"158th Street and Broadway, New York, NY",40.8347179,-73.9445376,source_coordinates,point,
S2:62,S2,62,Griot Circle,Griot Circle,[],community_directory,,single_source,[],,1995,2025,"[""1990s"", ""2000s"", ""2010s"", ""2020s""]",S2.decades_reported,"25 Flatbush avenue, brooklyn, ny",40.6879864,-73.9799972,source_coordinates,point,
S2:63,S2,63,Gumby Book Studio,Gumby Book Studio,[],community_directory,,single_source,[],,1926,1931,"[""1920s"", ""1930s""]",S2.decades_reported,"2144 FIFTH AVENUE, new york, ny",40.8105293,-73.9395527,source_coordinates,point,
S2:64,S2,64,GUSH at H0l0,GUSH at H0l0,[],community_directory,,single_source,[],,2019,2019,"[""2010s""]",S2.decades_reported,"1090 WYCKOFF AVENUE, RIDGEWOOD, NY",40.6945516,-73.9023072,source_coordinates,point,
S2:65,S2,65,Heaven,Heaven,[],community_directory,,single_source,[],,,,[],S2.decades_missing,"579 6th Avenue, New York, NY",40.7390084,-73.995973,source_coordinates,point,
S2:66,S2,66,Henrietta Hudson,Henrietta Hudson,[],community_directory,,single_source,[],,1991,2025,"[""1990s"", ""2000s"", ""2010s"", ""2020s""]",S2.decades_reported,"438 HUDSON STREET, NEW YORK, NY",40.731133,-74.0064631,source_coordinates,point,
S2:67,S2,67,Her Bar,Her Bar,[],community_directory,,single_source,[],,,,[],S2.decades_missing,"113 Jane Street, New York, NY",40.7382367,-74.0093741,source_coordinates,point,
S2:68,S2,68,Her/She Bar,Her/She Bar,[],community_directory,,single_source,[],,2000,,"[""2000s""]",S2.decades_reported,"229 West 28th Street, New York, NY",40.7479975,-73.9947104,source_coordinates,point,
S2:69,S2,69,Hetrick-Martin Institute,Hetrick-Martin Institute,[],community_directory,,single_source,[],,1988,2025,"[""1980s"", ""1990s"", ""2000s"", ""2010s"", ""2020s""]",S2.decades_reported,"2 astor place, new york, ny",40.7298791,-73.9925831,source_coordinates,point,
S2:70,S2,70,Hey Queen! at Sugarland,Hey Queen! at Sugarland,[],community_directory,,single_source,[],,2010,2013,"[""2010s""]",S2.decades_reported,"221 North 9th St., Brooklyn, NY",40.7178512,-73.9543165,source_coordinates,point,
S2:71,S2,71,Hilltop,Hilltop,[],community_directory,,single_source,[],,1960,1980,"[""1960s"", ""1970s"", ""1980s""]",S2.decades_reported,"155th Street and Frederick Douglas Boulevard, New York, NY",40.8292272,-73.9372554,source_coordinates,point,
S2:72,S2,72,Hot Rabbit at Boots and Saddle,Hot Rabbit at Boots and Saddle,[],community_directory,,single_source,[],,2016,2018,"[""2010s""]",S2.decades_reported,"100A SEVENTH AVENUE SOUTH, NEW YORK, NY",40.7329801,-74.0034275,source_coordinates,point,
S2:73,S2,73,Hot Rabbit at Nowhere Bar,Hot Rabbit at Nowhere Bar,[],community_directory,,single_source,[],,2012,2014,"[""2010s""]",S2.decades_reported,"322 EAST 14TH STREET, NEW YORK, NY",40.7316846,-73.9840819,source_coordinates,point,
S2:74,S2,74,Hot Rabbit at The Monster,Hot Rabbit at The Monster,[],community_directory,,single_source,[],,2014,2016,"[""2010s""]",S2.decades_reported,"80 GROVE STREET, NEW YORK, NY",40.7333573,-74.0023353,source_coordinates,point,
S2:75,S2,75,Howdy Club,Howdy Club,[],community_directory,,single_source,[],,1940,,"[""1940s""]",S2.decades_reported,"47 West 3rd Street, New York, NY",40.7284296,-73.9961064,source_coordinates,point,
S2:76,S2,76,Ice Palace 57,Ice Palace 57,[],community_directory,,single_source,[],,1977,1985,"[""1970s"", ""1980s""]",S2.decades_reported,"57 West 57th Street, new york, ny",40.7643584,-73.9764935,source_coordinates,point,
S2:77,S2,77,Indulgence at Casa La Femme,Indulgence at Casa La Femme,[],community_directory,,single_source,[],,1993,,"[""1990s""]",S2.decades_reported,"150 Wooster Street, New York, NY",40.7260022,-73.9992785,source_coordinates,point,
S2:78,S2,78,Industria Girl Parties,Industria Girl Parties,[],community_directory,,single_source,[],,1994,1998,"[""1990s""]",S2.decades_reported,"775 Washington Street, New York, NY",40.7377374,-74.0078404,source_coordinates,point,
S2:79,S2,79,Institute for the Protection of Lesbian and Gay Youth,Institute for the Protection of Lesbian and Gay Youth,[],community_directory,,single_source,[],,1983,1988,"[""1980s""]",S2.decades_reported,"112 EAST 23RD STREET, New York, NY",40.7396363,-73.9859225,source_coordinates,point,
S2:80,S2,80,Judson Memorial Church,Judson Memorial Church,[],community_directory,,single_source,[],,1957,2025,"[""1950s"", ""1960s"", ""1970s"", ""1980s"", ""1990s"", ""2000s"", ""2010s"", ""2020s""]",S2.decades_reported,"55 WASHINGTON SQUARE SOUTH, New York, NY",40.7302192,-73.9983832,source_coordinates,point,
S2:81,S2,81,Judy Party! at Public Assembly,Judy Party! at Public Assembly,[],community_directory,,single_source,[],,2010,,"[""2010s""]",S2.decades_reported,"70 North 6th St, Brooklyn, NY",40.7190357,-73.9616292,source_coordinates,point,
S2:82,S2,82,Kitten Club,Kitten Club,[],community_directory,,single_source,[],,1970,,"[""1970s""]",S2.decades_reported,"277 Bleecker Street, New York, NY",40.7316603,-74.0031405,source_coordinates,point,
S2:83,S2,83,Kitty Glitter at Liquids,Kitty Glitter at Liquids,[],community_directory,,single_source,[],,1996,1997,"[""1990s""]",S2.decades_reported,"266 East 10th Street, New York, NY",40.7282283,-73.9836687,source_coordinates,point,
S2:84,S2,84,L Bar,L Bar,[],community_directory,,single_source,[],,1930,1940,"[""1930s"", ""1940s""]",S2.decades_reported,"Broadway between West 145th Street and West 146th Street, New York, NY",40.8271618,-73.9500607,source_coordinates,point,
S2:85,S2,85,La Chatte,La Chatte,[],community_directory,,single_source,[],,1970,,"[""1970s""]",S2.decades_reported,"232 Park Avenue, New York, NY",40.7548204,-73.9760219,source_coordinates,point,
S2:86,S2,86,La Femme,La Femme,[],community_directory,,single_source,[],,1970,,"[""1970s""]",S2.decades_reported,"85 Washington Place, New York, NY",40.7322184,-74.0000245,source_coordinates,point,
S2:87,S2,87,La Palma,La Palma,[],community_directory,,single_source,[],,1973,,"[""1970s""]",S2.decades_reported,"370 Myrtle Avenue, Brooklyn, NY",40.6930343,-73.9713636,source_coordinates,point,
S2:88,S2,88,Ladylike at Better Days,Ladylike at Better Days,[],community_directory,,single_source,[],,2018,2018,"[""2010s""]",S2.decades_reported,"302 Broome Street, New York, NY",40.7188981,-73.9922083,source_coordinates,point,
S2:89,S2,89,La Papaya,La Papaya,[],community_directory,,single_source,[],,1980,1983,"[""1980s""]",S2.decades_reported,"331 Flatbush Avenue, Brooklyn, NY",40.6779186,-73.9726617,source_coordinates,point,
S2:90,S2,90,Lesbian Herstory Archives,Lesbian Herstory Archives,[],community_directory,,single_source,[],,1992,2025,"[""1990s"", ""2000s"", ""2010s"", ""2020s""]",S2.decades_reported,"484 14th Street, Brooklyn, NY",40.6618589,-73.9803514,source_coordinates,point,
S2:91,S2,91,Lesbo-A-Go-Go at The Stonewall Inn,Lesbo-A-Go-Go at The Stonewall Inn,[],community_directory,,single_source,[],,1966,1969,"[""1960s"", ""1970s"", ""1980s"", ""1990s""]",S2.decades_reported,"53 CHRISTOPHER STREET, NEW YORK, NY",40.7338144,-74.0021628,source_coordinates,point,
S2:92,S2,92,Liberation House,Liberation House,[],community_directory,,single_source,[],,1972,1983,"[""1970s"", ""1980s""]",S2.decades_reported,"247 WEST 11TH STREET, New York, NY",40.73644,-74.0031807,source_coordinates,point,
S2:93,S2,93,Bitch at Life,Bitch at Life,[],community_directory,,single_source,[],,1997,,"[""1990s""]",S2.decades_reported,"158 Bleecker Street, New York, NY",40.7285017,-74.0000773,source_coordinates,point,
S2:94,S2,94,Life Party,Life Party,[],community_directory,,single_source,[],,1990,,"[""1990s""]",S2.decades_reported,"Thompson Street in SoHo, NEW YORK, NY",40.7261224,-74.00161,source_coordinates,point,
S2:95,S2,95,Little Red School House,Little Red School House,[],community_directory,,single_source,[],,1921,2025,"[""1920s"", ""1930s"", ""1940s"", ""1950s"", ""1960s"", ""1970s"", ""1980s"", ""1990s"", ""2000s"", ""2010s"", ""2020s""]",S2.decades_reported,"196 BLEECKER STREET, New York, NY",40.7292403,-74.0017883,source_coordinates,point,
S2:96,S2,96,Lover Girl,Lover Girl,[],community_directory,,single_source,[],,,,[],S2.decades_missing,"28 East 23rd Street, New York, NY",40.7405514,-73.9878008,source_coordinates,point,
S2:97,S2,97,Mad Clams at The Hole,Mad Clams at The Hole,[],community_directory,,single_source,[],,2000,,"[""2000s""]",S2.decades_reported,"29 2ND AVENUE, NEW YORK, NY",40.7246948,-73.9908769,source_coordinates,point,
S2:98,S2,98,Mad Hatter,Mad Hatter,[],community_directory,,single_source,[],,1916,1930,"[""1910s"", ""1920s"", ""1930s""]",S2.decades_reported,"150 West 4th Street, new york, ny",40.7315763,-74.0004126,source_coordinates,point,
S2:99,S2,99,Magic Night Tea Dances at Sanctuary,Magic Night Tea Dances at Sanctuary,[],community_directory,,single_source,[],,1988,,"[""1980s""]",S2.decades_reported,"41 West 8th Street, New York, NY",40.7332339,-73.9982685,source_coordinates,point,
S2:100,S2,100,Mahogany,Mahogany,[],community_directory,,single_source,[],,1930,1940,"[""1930s"", ""1940s""]",S2.decades_reported,"132nd Street Between 7th Avenue and Lenox Avenue, New York, NY",40.8121723,-73.9421798,source_coordinates,point,
S2:101,S2,101,"Mary, Mary","Mary, Mary",[],community_directory,,single_source,[],,1970,,"[""1970s""]",S2.decades_reported,"Second avenue near 64th street, new york, ny",40.7637445,-73.9620558,source_coordinates,point,
S2:102,S2,102,Mattachine Society and Daughters of Bilitis Offices,Mattachine Society and Daughters of Bilitis Offices,[],community_directory,,single_source,[],,1959,1968,"[""1950s"", ""1960s""]",S2.decades_reported,"1133 BROADWAY, New york, ny",40.7437839,-73.9893618,source_coordinates,point,
S2:103,S2,103,Mayfair Bar and Grill,Mayfair Bar and Grill,[],community_directory,,single_source,[],,1950,1980,"[""1950s"", ""1960s"", ""1970s"", ""1980s""]",S2.decades_reported,"3 HYATT STREET, STATEN ISLAND, NY",40.6422972,-74.0768244,source_coordinates,point,
S2:104,S2,104,Meow Mix,Meow Mix,[],community_directory,,single_source,[],,1996,2004,"[""1990s"", ""2000s""]",S2.decades_reported,"269 EAST HOUSTON STREET, NEW YORK, NY",40.7214946,-73.9846749,source_coordinates,point,
S2:105,S2,105,Metropolitan,Metropolitan,[],community_directory,,single_source,[],,2002,2015,"[""2000s"", ""2010s""]",S2.decades_reported,"559 LORIMER STREET, BROOKLYN, NY",40.7136434,-73.9495064,source_coordinates,point,
S2:106,S2,106,Metropolitan Community Church of New York,Metropolitan Community Church of New York,[],community_directory,,single_source,[],,1972,1994,"[""1970s"", ""1980s"", ""1990s""]",S2.decades_reported,"446 WEST 36TH STREET, new york, ny",40.7553659,-73.997492,source_coordinates,point,
S2:107,S2,107,Metropolitan-Duane United Methodist Church,Metropolitan-Duane United Methodist Church,[],community_directory,,single_source,[],,1971,1988,"[""1970s"", ""1980s""]",S2.decades_reported,"201 WEST 13TH STREET, New York, NY",40.7381373,-74.0003114,source_coordinates,point,
S2:108,S2,108,Misster at The Woods,Misster at The Woods,[],community_directory,,single_source,[],,2012,2025,"[""2010s"", ""2020s""]",S2.decades_reported,"48 S 4TH STREET, BROOKLYN, NY",40.7128339,-73.9663587,source_coordinates,point,
S2:109,S2,109,Mood Ring,Mood Ring,[],community_directory,,single_source,[],,2017,2025,"[""2010s"", ""2020s""]",S2.decades_reported,"1260 Myrtle Ave, Brooklyn, NY",40.6977725,-73.9269266,source_coordinates,point,
S2:110,S2,110,Mother Courage,Mother Courage,[],community_directory,,single_source,[],,1972,1979,"[""1970s""]",S2.decades_reported,"342 West 11th Street, New York, NY",40.7354183,-74.0082306,source_coordinates,point,
S2:111,S2,111,Ms. Thang at Sweet Revenge,Ms. Thang at Sweet Revenge,[],community_directory,,single_source,[],,2010,2011,"[""2010s""]",S2.decades_reported,"348 Frankline Avenue, Brooklyn, NY",40.6874639,-73.957175,source_coordinates,point,
S2:112,S2,112,Mt. Morris Park,Mt. Morris Park,[],community_directory,,single_source,[],,1930,1940,"[""1930s"", ""1940s""]",S2.decades_reported,"East side of Marcus Garvey Park between 122nd Street and 124th Street either on Madison Avenue or Park Avenue, New York, NY",40.8050699,-73.9411584,source_coordinates,point,
S2:113,S2,113,National Gay Task Force Headquarters,National Gay Task Force Headquarters,[],community_directory,,single_source,[],,1973,1986,"[""1970s"", ""1980s""]",S2.decades_reported,"80 FIFTH AVENUE, New York, NY",40.7360294,-73.9941595,source_coordinates,point,
S2:114,S2,114,Network,Network,[],community_directory,,single_source,[],,1970,,"[""1970s""]",S2.decades_reported,"16th street and 6th avenue, new york, ny",40.7386869,-73.9958737,source_coordinates,point,
S2:115,S2,115,News Cafe,News Cafe,[],community_directory,,single_source,[],,1930,1940,"[""1930s"", ""1940s""]",S2.decades_reported,"Lenox Avenue between 145th Street and 146th Street, New York, NY",40.8211358,-73.9358146,source_coordinates,point,
S2:116,S2,116,No Bar,No Bar,[],community_directory,,single_source,[],,2019,2025,"[""2010s"", ""2020s""]",S2.decades_reported,"THE STANDARD, 25 COOPER SQUARE, NEW YORK, NY",40.7279371,-73.9907849,source_coordinates,point,
S2:117,S2,117,No Day Like Sunday at Cafe Tabac,No Day Like Sunday at Cafe Tabac,[],community_directory,,single_source,[],,1993,1996,"[""1990s""]",S2.decades_reported,"232 East 9th Street, New York, NY",40.7293349,-73.9881337,source_coordinates,point,
S2:118,S2,118,Oddly Enough,Oddly Enough,[],community_directory,,single_source,[],,2022,2025,"[""2020s""]",S2.decades_reported,"397 Tompkins Avenue, Brooklyn, NY",40.6838554,-73.9438622,source_coordinates,point,
S2:119,S2,119,One Last Shag,One Last Shag,[],community_directory,,single_source,[],,2008,2016,"[""2000s"", ""2010s""]",S2.decades_reported,"348 FRANKLIN AVENUE, NEW YORK, NY",40.6872281,-73.9571333,source_coordinates,point,
S2:120,S2,120,Orbit,Orbit,[],community_directory,,single_source,[],,,,[],S2.decades_missing,"46 Bedford Street, New York, NY",40.730584,-74.0041563,source_coordinates,point,
S2:121,S2,121,Oscar Wilde Memorial Bookshop,Oscar Wilde Memorial Bookshop,[],community_directory,,single_source,[],,1973,2009,"[""1970s"", ""1980s"", ""1990s"", ""2000s""]",S2.decades_reported,"15 Christopher Street, New York, NY",40.7340613,-74.0005639,source_coordinates,point,
S2:122,S2,122,Page Three,Page Three,[],community_directory,,single_source,[],,1940,1950,"[""1940s"", ""1950s""]",S2.decades_reported,"greenwich village, NEW YORK, NY",40.7335719,-74.0027418,source_coordinates,point,
S2:123,S2,123,Paradise Garage,Paradise Garage,[],community_directory,,single_source,[],,1978,1987,"[""1970s"", ""1980s""]",S2.decades_reported,"84 KING STREET, NEW YORK, NY",40.7279381,-74.0064349,source_coordinates,point,
S2:124,S2,124,PAT at Union Pool,PAT at Union Pool,[],community_directory,,single_source,[],,2013,2025,"[""2010s"", ""2020s""]",S2.decades_reported,"484 UNION AVE, BROOKLYN, NY 11211",40.7149669,-73.951481,source_coordinates,point,
S2:125,S2,125,Peachstreet,Peachstreet,[],community_directory,,single_source,[],,1970,,"[""1970s""]",S2.decades_reported,"408 east 64th street, New York, NY",40.7623432,-73.959074,source_coordinates,point,
S2:126,S2,126,Peaches &amp; Cream,Peaches &amp; Cream,[],community_directory,,single_source,[],,1970,,"[""1970s""]",S2.decades_reported,"1201 Lexington Avenue, New York, NY",40.776563,-73.9575551,source_coordinates,point,
S2:127,S2,127,Philippine Garden,Philippine Garden,[],community_directory,,single_source,[],,1980,1990,"[""1980s"", ""1990s""]",S2.decades_reported,"455 Second Avenue, New York, NY",40.7397133,-73.979793,source_coordinates,point,
S2:128,S2,128,Phoenix Bar,Phoenix Bar,[],community_directory,,single_source,[],,1999,2025,"[""1990s"", ""2000s"", ""2010s"", ""2020s""]",S2.decades_reported,"447 EAST 13TH STREET, NEW YORK, NY",40.7299146,-73.9810746,source_coordinates,point,
S2:129,S2,129,The Pillow Cafe Lounge,The Pillow Cafe Lounge,[],community_directory,,single_source,[],,2004,2017,"[""2000s"", ""2010s""]",S2.decades_reported,"505 Myrtle Avenue, Brooklyn, NY",40.6937785,-73.9647061,source_coordinates,point,
